File name,Title,Author,Publication Year,Journal,Rank
sim79Art2.pdf, The Colletotrichum destructivum species complex – hemibiotrophic pathogens of forage and field crops," U. Damm, R.J. O'Connell, J.Z. Groenewald, and P.W. Crous,",2014,Studies in Mycology 79: 49–84,1
sim79Art3.pdf, Resolving the polyphyletic nature of Pyricularia (Pyriculariaceae)," S. Klaubauf, D. Tharreau, E. Fournier, J.Z. Groenewald, P.W. Crous,, R.P. de Vries, and M.-H. Lebrun",2014,Studies in Mycology 79: 85–120,1
sim79Art4.pdf, Pestalotiopsis revisited," S.S.N. Maharachchikumbura, K.D. Hyde, J.Z. Groenewald, J. Xu, and P.W. Crous,",2014,Studies in Mycology 79: 121–186,1
sim79Art5.pdf, Redefining Ceratocystis and allied genera," Z.W. de Beer, T.A. Duong, I. Barnes, B.D. Wingfield, and M.J. Wingfield",2014,Studies in Mycology 79: 187–219,1
sim79Art6.pdf, The genus Bipolaris," D.S. Manamgoda, A.Y. Rossman, L.A. Castlebury, P.W. Crous, H. Madrid, E. Chukeatirote, and K.D. Hyde,",2014,Studies in Mycology 79: 221–288,1
Sim80_2015.pdf, Hypocrealean lineages of industrial and  phytopathological importance,"Lorenzo Lombard, Johannes Z. Groenewald, Pedro W. Crous, Editors.",2015,Studies in Mycology 80 (March 2015)  ISSN 0166-0616,1
sim82Art1.pdf," Alternaria section Alternaria: Species, formae speciales or pathotypes?"," J.H.C. Woudenberg, M.F. Seidl, J.Z. Groenewald, M. de Vries, J.B. Stielow, B.P.H.J. Thomma, and P.W. Crous,",2015,Studies in Mycology 82: 1–21,1
sim82Art2.pdf, Common but different: The expanding realm of Cladosporium Common but different: The expanding realm of Cladosporium," K. Bensch, J.Z. Groenewald, U. Braun, J. Dijksterhuis, M. de Jesús Yáñez-Morales, and P.W. Crous",2015,Studies in Mycology 82: 23–74,1
sim82Art3.pdf," Revision of the Massarineae (Pleosporales, Dothideomycetes)"," K. Tanaka, K. Hirayama, H. Yonezawa, G. Sato, A. Toriyabe, H. Kudo, A. Hashimoto, M. Matsumura, Y. Harada, Y. Kurihara, T. Shirouzu, and T. Hosoya",2015,Studies in Mycology 82: 75–136,1
sim82Art4.pdf, Resolving the Phoma enigma," Q. Chen, J.R. Jiang, G.Z. Zhang, L. Cai, and P.W. Crous,",2015,Studies in Mycology 82: 137–217,1
Stolk & Samson 1985 Adv Pen Asp Sys 102 163-192.pdf,A new taxonomic scheme for Penicillium anamorphs,Amelia C. Stolk and Robert A. Samson,1985, Adv Pen Asp Sys 102 163-192,0
Stolk 1973 Persoonia 7 333-337.pdf,PENICILLIUM DONKII SP. NOV. AND SOME OBSERVATIONS ON SCLEROTIAL STRAINS OF PENICILLIUM FUNICULOSUM,AMELIA C. STOLK,1973,Persoonia,0
Stolk and Hennebert 1968 Persoonia 5 189-199.pdf,New species of Thysanophora and  Custingophora gen. nov.,Stolk and Hennebert ,1968,Persoonia,0
Stolk and Malla 1971 Persoonia 197-200.pdf,PENICILLIUM INFLATUM SP. NOV.,Stolk and Malla,1971,Persoonia,0
Stolk and Samson 1971 Persoonia 6 341-357.pdf,STUDIES ON TALAROMYCES AND RELATED GENERA I. HaItligera gen. nov. and ByssochlaItlys,"AMELIA C. STOLK, R. A. SAMSON",1971,Persoonia,0
Stolk and Scott 1967 Persoonia 4 391-405.pdf,STUDIES ON THE GENUS EUPENICILLIUM LUDWIG,Stolk and Scott ,1967,Persoonia,0
Straatsma and Samson 1993 Mycol Res 97 321-328.pdf,"Taxonomy of Scytalidium thermophilum, an important thermophilic fungus in mushroom compost",GERBEN STRAATSMA AND ROBERT A. SAMSON,1993,Mycal. Res. 97 (3): 321-328 (1993),0
Tan et al 2022 Persoonia 49 261-350.pdf, Fungal Planet description sheets: 1436–1477,"Y.P. Tan, S.L. Bishop-Hurley, R.G. Shivas, D.A. Cowan, G. Maggs-Kölling, S.S.N. Maharachchikumbura, U. Pinruan, K.L. Bransgrove, S. De la Peña-Lastra, E. Larsson, T. Lebel, S. Mahadevakumar, A. Mateos, E.R. Osieck, A. Rigueiro-Rodríguez, S. Sommai, K. Ajithkumar, A. Akulov, F.E. Anderson, F. Arenas, S. Balashov, Á. Bañares, D.K. Berger, M.V. Bianchinotti, S. Bien, P. Bila?ski, A.-G. Boxshall, M. Bradshaw, J. Broadbridge, F.J.S. Calaça, C. Campos-Quiroz, J. Carrasco-Fernández, J.F. Castro, S. Chaimongkol, S. Chandranayaka, Y. Chen, D. Comben, J.D.W. Dearnaley, A.S. Ferreira-Sá, K. Dhileepan, M.L. Díaz, P.K. Divakar, S. Xavier-Santos, A. Fernández-Bravo, J. Gené, F.E. Guard, M. Guerra, S. Gunaseelan, J. Houbraken, K. Janik-Superson, R. Jankowiak, M. Jeppson, Ž. Jurjevi?, M. Kaliyaperumal, L.A. Kelly, K. Kezo, A.N. Khalid, P. Khamsuntorn, D. Kidanemariam, M. Kiran, E. Lacey, G.J. Langer, L.V. López-Llorca, J.J. Luangsa-ard, P. Lueangjaroenkit, H.T. Lumbsch, J.G. Maciá-Vicente, L.S. Mamatha Bhanu, T.S. Marney, J.E. Marqués-Gálvez, A. Morte, A. Naseer, A. Navarro-Ródenas, O. Oyedele, S. Peters, S. Piskorski, L. Quijada, G.H. Ramírez, K. Raja, A. Razzaq, V.J. Rico, A. Rodríguez, M. Ruszkiewicz-Michalska, R.M. Sánchez, C. Santelices, A.S. Savitha, M. Serrano, L. Leonardo-Silva, H. Solheim, S. Somrithipol, M.Y. Sreenivasa, H. St?pniewska, D. Strapagiel, T. Taylor, D. Torres-Garcia, J. Vauras, M. Villarreal, C.M. Visagie, M. Wo?kowycki, W. Yingkunchao, E. Zapora, J.Z. Groenewald, P.W. Crous,",2022,Persoonia,0
Timmermans et al. 20201-s2.0-S0168160520301239-main.pdf, Comparing thermal inactivation to a combined process of moderate heat and high pressure: Effect on ascospores in strawberry puree,"Rian Timmermans, Hasmik Hayrapetyan, Martijntje Vollebregt, Jan Dijksterhuis",2020,International Journal of Food Microbiology 325 (2020) 108629,0
van Beyma 1940 Ant v Leeuwenhoek 269.pdf,"BESCHREIBUNG EINIGER NEUER PILZARTEN AUS DEM CENTRAALBUREAU VOOR SCHIMMELCULTURES, BAARN (NEDERLAND)",van Beyma,1940,Ant Leeuwenhoek,0
van den brule 2020b.pdf," Conidial heat resistance of various strains of the food spoilage fungus Paecilomyces variotii correlates with mean spore size, spore shape and size distribution","Tom van den Brule, Cheuk Lam Sherlin Lee, Jos Houbraken, Pieter-Jan Haas, Han Wösten, Jan Dijksterhuis",2020,Food Research International 137 (2020) 109514,1
Van den Brule et al. 2020 EMI-22-986.pdf, The most heat-resistant conidia observed to date are formed by distinct strains of Paecilomyces variotii,"Tom van den Brule, Maarten Punt, Wieke Teertstra, Jos Houbraken, Han Wösten, and Jan Dijksterhuis",2020,"Environmental Microbiology (2020) 22(3), 986–999 doi:10.1111",1
van den Brule et al. 2022.pdf, Intraspecific variability in heat resistance of fungal conidia," Tom van den Brule, Maarten Punt, Sjoerd J. Seekles, Frank J.J. Segers, Jos Houbraken, Wilma C. Hazeleger, Arthur F.J. Ram, Han A.B. Wösten, Marcel H. Zwietering, Jan Dijksterhuis, Heidy M.W. den Besten",2022,Food Research International 156 (2022) 111302,1
van Nieuwenhuijzen et al. 2016 Ant Leeuwenhoek Epub.pdf, Aureobasidium melanogenum: a native of dark biofinishes on oil treated wood, Elke J. van Nieuwenhuijzen.Jos A. M. P. Houbraken.Martin Meijer. Olaf C. G. Adan.Robert A. Samson,2016,Antonie van Leeuwenhoek,0
Varga et al 1996 Appl Environ Microbiol 12 4461-4464.pdf, Ochratoxin Production by Aspergillus Species," J. Varga, E. Kevei, E.  Rinyu, J. Téren, Z Kozakiewicz",1996,"Applied and Environmental Microbiology, p. 4461–4464",0
Varga et al 2005 Ant van Leeuw 88 141_150.pdf, Evolutionary relationships among Aspergillus terreus isolates and their relatives,Varga et al.,2005,Ant Leeuwenhoek,0
Varga et al 2007 Int Jour Sys Evol Microb 57 1925-1932.pdf," Aspergillus brasiliensis sp. nov., a biseriate black Aspergillus species with world-wide distribution"," Janos Varga, Sandor Kocsube, Beata Toth,Jens C. Frisvad, Giancarlo Perrone,Antonia Susca,Martin Meijer and Robert A. Samson",2007,"International Journal of Systematic and Evolutionary Microbiology (2007), 57, 1925–1932",0
Varga et al 2007 Studies in Mycology 59 89-106.pdf," Taxonomic revision of Aspergillus section Clavati based on molecular, morphological and physiological data"," J. Varga, M. Due, J.C. Frisvad and R.A. Samson",2007,Studies in Mycology 59: 89–106,1
Varga et al 2008 Eukar Cell 7 630-638.pdf," Aspergillus calidoustus sp. nov., Causative Agent of Human Infections Previously Assigned to Aspergillus ustus"," Janos Varga,Jos Houbraken,Henrich A. L. Van Der Lee, Paul E. Verweij,and Robert A. Samson",2008,"Eukaryotic Cell, Apr. 2008, p. 630–638",1
Varga et al 2009 World Mycotox Journ 2 263-277.pdf, A reappraisal of fungi producing aflatoxins," J. Varga, J.C. Frisvad and R.A. Samson",2009,"World Mycotoxin Journal, August 2009; 2 (3): 263-277",0
Varga et al 2010 IMA Fungus 1 194.pdf, Polyphasic taxonomy of Aspergillus section Sparsi," Janos Varga, Jens C. Frisvad and Robert A. Samson",2010,IMA Fungus,1
Varga et al 2010 IMA Fungus 197-205.pdf," Aspergillus sect. Aeni sect. nov., a new section of the genus for A. karnatakaensis sp. nov. and some allied fungi"," Janos Varga, Jens C. Frisvad and Robert A. Samson",2010,IMA Fungus,1
Varga et al 2011 SIM 69 57-80.pdf," Two new aflatoxin producing species, and an overview of Aspergillus section Flavi"," J. Varga, J.C. Frisvad and R.A. Samson",2011,Studies in Mycology 69: 57–80,1
Varga et al Ant van Leeuw 2008 94 481-485.pdf, Ribotoxin genes in isolates of Aspergillus section Clavati, Janos Varga and Robert A. Samson,2008,Ant Leeuwenhoek,0
Varga et al Stud. Mycol. 69 2011..pdf, New and revisited species in Aspergillus section Nigri," J. Varga, J.C. Frisvad, S. Kocsubé, B. Brankovics, B. Tóth, G. Szigeti and R.A. Samson",2011,Studies in Mycology 69: 1–17,1
Visagie et al 2012 Persoonia 28 18.pdf,Three new additions to the genus Talaromyces isolated from Atlantis sandveld fynbos soils,"C.M. Visagie, K. Jacobs",2012,Persoonia,0
Visagie et al 2013 Persoonia 31 42-62.pdf,Five new Penicillium species in section Sclerotiora: a tribute to the Dutch Royal family ,"C.M. Visagie, J. Houbraken, C. Rodriques, C. Silva Pereira, J. Dijksterhuis, K.A. Seifert, K. Jacobs, R.A. Samson",2013,Persoonia,0
Visagie et al 2016 Persoonia 36 134-155.pdf," A taxonomic review of Penicillium species producing conidiophores with solitary phialides, classified in section Torulomyces"," C.M. Visagie, J. Houbraken, J. Dijksterhuis, K.A. Seifert, K. Jacobs, R.A. Samson",2016,Persoonia,0
Visagie et al 2016 Persoonia 36 247-280.pdf,Fifteen new species of Penicillium ,"C.M. Visagie, J.B. Renaud, K.M.N. Burgess, D.W. Malloch, D. Clark, L. Ketch, M. Urb, G. Louis-Seize, R. Assabgui, M.W. Sumarah, K.A. Seifert,",2016,Persoonia,0
Visagie et al 2021 Persoonia 46 163-187.pdf,"A re-evaluation of Penicillium section Canescentia, including the description of five new species ","C.M. Visagie, J.C. Frisvad, J. Houbraken, A. Visagie, R.A. Samson, K. Jacobs",2021,Persoonia,1
Vol100Art1_Aspergillus-fumigatus-and-aspergillosis.pdf,Aspergillus fumigatus and aspergillosis: From basics to clinics,A. Arastehfar et al,2021,Studies in Mycology 100: 100115 ,1
Vol100Art2_Trends-in-the-molecular-epidemiology-and-population-geneti_2021_Studies-in-M.pdf,Trends in the molecular epidemiology and population genetics of emerging Sporothrix species,J.J. de Carvalho et al,2021,Studies in Mycology 100: 100129 ,1
Vol100Art3_Exploring-genetic-diversity--population-structure--and-phylog_2021_Studies-i.pdf,"Exploring genetic diversity, population structure and phylogeography in Paracoccidioides",T.N. Roberto et al,2021,Studies in Mycology 100: 100131 ,1
Vol100Art4_Comparative-genomic-analysis-of-clinical-Candida-glabrata-isola_2021_Studies.pdf,Comparative genomic analysis of clinical Candida glabrata isolates identifies multiple polymorphic loci that can improve existing multilocus sequence typing strategy,A. Arastehfar et al,2021,Studies in Mycology 100: 100133 ,1
Vol110Art1.pdf, An integrative re-evaluation of the Fusarium sambucinum species complex," M. Sandoval-Denis, M.M. Costa, K. Broders, Y. Becker, W. Maier, A. Yurkov, A. Kermode, A.G. Buddie, M.J. Ryan, R.K. Schumacher, J.Z. Groenewald, PW. Crous, M. Sandoval-Denis, M.M. Costa, K. Broders, Y. Becker, W. Maier, A. Yurkov, A. Kermode, A.G. Buddie, M.J. Ryan, R.K. Schumacher, J.Z. Groenewald, PW. Crous,",2025,Studies in Mycology 110: 1–110 ,1
Vol110Art2.pdf, A new family of ant-associated fungi in Chaetothyriales," M.Z. Wang, R. Belmonte-Lopes, T. Pan, S.A. Ahmed, B.P. Rodrigues Lustosa, Y. Quan, A.M.S. Al-Hatmi, V.E. Mayer, H. Voglmayr, M.E. Grisolia, B.B.J.F. de Souza Lima, V.A. Vicente, S.Q. Zhou, Y. Cao, Y.Q. Kang, G.S. de Hoog, M.Z. Wang, R. Belmonte-Lopes, T. Pan, S.A. Ahmed, B.P. Rodrigues Lustosa, Y. Quan, A.M.S. Al-Hatmi, V.E. Mayer, H. Voglmayr, M.E. Grisolia, B.B.J.F. de Souza Lima, V.A. Vicente, S.Q. Zhou, Y. Cao, Y.Q. Kang, G.S. de Hoog,",2025,Studies in Mycology 110: 111–143 ,1
Vol111Art1.pdf, Phylogenomics and functional annotation of 530 non-Saccharomyces yeasts from winemaking environments reveals their fermentome and flavorome," R. Franco-Duarte, T. Fernandes, M.J. Sousa, P. Sampaio, T. Rito, P. Soares,",2025,Studies in Mycology 111: 1–17 ,1
Vol111Art2.pdf," Camarosporidiella, a challenge"," W.M. Jaklitsch, M.N. Blanco, F.J. Rejos, S. Tello, H. Voglmayr",2025,Studies in Mycology 111: 19–100 ,1
Vol111Art3.pdf, Section-level genome sequencing and comparative genomics of Aspergillus sections Cavernicolus and Usti," J.L. Nybo, T.C. Vesth, S. Theobald, J.C. Frisvad, T.O. Larsen, I. Kjaerboelling, K. Rothschild-Mancinelli, E.K. Lyhne, K. Barry, A. Clum, Y. Yoshinaga, L. Ledsgaard, C. Daum, A. Lipzen, A. Kuo, R. Riley, S. Mondo, K. LaButti, S. Haridas, J. Pangalinan, A.A. Salamov, B.A. Simmons, J.K. Magnuson, J. Chen, E. Drula, B. Henrissat, A. Wiebenga, R.J.M. Lubbers, A. Müller, A.C. dos Santos Gomes, M.R. Mäkelä, J.E. Stajich, I.V.",2025,Studies in Mycology 111: 101–114 ,1
Vol81Art1_Phylogeny_of_tremellomycetous_yeasts_and_related_dimorphic_and_filamentous_basidiomycetes_reconstructed_from_multiple_gene_sequence_analyses.pdf, Phylogeny of tremellomycetous yeasts and related dimorphic and filamentous basidiomycetes reconstructed from multiple gene," X.-Z. Liu, Q.-M. Wang, B. Theelen, M. Groenewald, F.-Y. Bai, and T. Boekhout,",2015,Studies in Mycology 81: 1–26,1
Vol81Art2_Phylogeny_of_yeasts_and_related_filamentous_fungi_within_Pucciniomycotina_determined_from_multigene_sequence_analyses.pdf, Phylogeny of yeasts and related filamentous fungi within Pucciniomycotina determined from multigene sequence analyses," Q.-M. Wang, M. Groenewald, M. Takashima, B. Theelen, P.-J. Han, X.-Z. Liu, T. Boekhout, and F.-Y. Bai,",2015,Studies in Mycology 81: 27–53,1
Vol81Art3_Multigene_phylogeny_and_taxonomic_revision_of_yeasts_and_related_fungi_in_the_Ustilaginomycotina.pdf, Multigene phylogeny and taxonomic revision of yeasts and related fungi in the Ustilaginomycotina," Q.-M. Wang, D. Begerow, M. Groenewald, X.-Z. Liu, B. Theelen, F.-Y. Bai, and T. Boekhout,",2015,Studies in Mycology 81: 55–83,1
Vol81Art4_Towards_an_integrated_phylogenetic_classification_of_the_Tremellomycetes.pdf, Towards an integrated phylogenetic classification of the Tremellomycetes," X.-Z. Liu, Q.-M. Wang, M. Göker, M. Groenewald, A.V. Kachalkin, H.T. Lumbsch, A.M. Millanes, M. Wedin, A.M. Yurkov, T. Boekhout,, and F.-Y. Bai,",2015,Studies in Mycology 81: 85–147,1
Vol81Art6_Phylogenetic_classification_of_yeasts_and_related_taxa_within_Pucciniomycotina.pdf, Phylogenetic classification of yeasts and related taxa within Pucciniomycotina Phylogenetic classification of yeasts and related taxa within Pucciniomycotina," Q.-M. Wang, A.M. Yurkov, M. Göker, H.T. Lumbsch, S.D. Leavitt, M. Groenewald, B. Theelen, X.-Z. Liu, T. Boekhout,, and F.-Y. Bai,",2015,Studies in Mycology 81: 149–189,1
Vol83Art1_The-role-of-melanin-pathways-in-extremotolerance-and-virulence-_2016_Studies.pdf, The role of melanin pathways in extremotolerance and virulence of Fonsecaea revealed by de novo assembly transcriptomics using," X.Q. Li, B.L. Guo, W.Y. Cai, J.M. Zhang, H.Q. Huang, P. Zhan,, L.Y. Xi, V.A. Vicente, B. Stielow, J.F. Sun, and G.S. de Hoog,,",2016,Studies in Mycology 83: 1–18,1
Vol83Art2_Take-all-or-nothing_2016_Studies-in-Mycology.pdf, Take-all or nothing," M. Hernandez-Restrepo, J.Z. Groenewald, M.L. Elliott, G. Canning, V.E. McMillan, and P.W. Crous,,",2016,Studies in Mycology 83: 19–48,1
Vol83Art3_All-that-glitters-is-not-Ramularia_2016_Studies-in-Mycology.pdf, All that glitters is not Ramularia," S.I.R. Videira, J.Z. Groenewald, U. Braun, H.D. Shin, and P.W. Crous,",2016,Studies in Mycology 83: 49–163,1
Vol83Art4_The-divorce-of-Sporothrix-and-Ophiostoma--solution-to-a-p_2016_Studies-in-My.pdf, The divorce of Sporothrix and Ophiostoma: solution to a problematic relationship," Z.W. de Beer, T.A. Duong, and M.J. Wingfield",2016,Studies in Mycology 83: 165–191,1
Vol83Art5_Phylogeny-and-taxonomic-revision-of-Microascaceae-with-emp_2016_Studies-in-M.pdf, Phylogeny and taxonomic revision of Microascaceae with emphasis on synnematous fungi," M. Sandoval-Denis, J. Guarro, J.F. Cano-Lira, D.A. Sutton, N.P. Wiederhold, G.S. de Hoog, S.P. Abbott, C. Decock, L. Sigler, and J. Gene",2016,Studies in Mycology 83: 193–233,1
Vol84Art1_Aspergillus-section-Nidulantes--formerly-Emericella---Polyp_2016_Studies-in-.pdf," Aspergillus section Nidulantes (formerly Emericella): Polyphasic taxonomy, chemistry and biology"," A.J. Chen, J.C. Frisvad, B.D. Sun, J. Varga, S. Kocsube, J. Dijksterhuis, D.H. Kim, S.-B. Hong, J. Houbraken, and R.A. Samson",2016,Studies in Mycology 84: 1–118,1
Vol84Art2_New-Talaromyces-species-from-indoor-environments-in-C_2016_Studies-in-Mycolo.pdf, New Talaromyces species from indoor environments in China," A.J. Chen,, B.D. Sun, J. Houbraken, J.C. Frisvad, N. Yilmaz, Y.G. Zhou, and R.A. Samson",2016,Studies in Mycology 84: 119–144,1
Vol84Art3_Diversity-and-taxonomy-of-Chaetomium-and-chaetomium-like-f_2016_Studies-in-M.pdf, Diversity and taxonomy of Chaetomium and chaetomium-like fungi from indoor environments," X.W. Wang, J. Houbraken, J.Z. Groenewald, M. Meijer, B. Andersen, K.F. Nielsen, P.W. Crous,, and R.A. Samson",2016,Studies in Mycology 84: 145–224,1
Vol85Art1_Revising-the-Schizoparmaceae--Coniella-and-its-synonyms-P_2016_Studies-in-My.pdf, Revising the Schizoparmaceae: Coniella and its synonyms Pilidiella and Schizoparme," L.V. Alvarez, J.Z. Groenewald, and P.W. Crous,",2016,Studies in Mycology 85: 1–34,1
Vol85Art2_Hidden-diversity-in-Thyridaria-and-a-new-circumscription-_2016_Studies-in-My.pdf, Hidden diversity in Thyridaria and a new circumscription of the Thyridariaceae," W.M. Jaklitsch, and H. Voglmayr",2016,Studies in Mycology 85: 35–64,1
Vol85Art3_Polyphasic-taxonomy-of-Aspergillus-section-Cervini_2016_Studies-in-Mycology.pdf, Polyphasic taxonomy of Aspergillus section Cervini," A.J. Chen, J. Varga, J.C. Frisvad, X.Z. Jiang, and R.A. Samson",2016,Studies in Mycology 85: 65–89,1
Vol85Art4_DNA-barcoding-analysis-of-more-than-9-000-yeast-isolates-contr_2016_Studies-.pdf, DNA barcoding analysis of more than 9 000 yeast isolates contributes to quantitative thresholds for yeast species and genera delimitation," D. Vu, M. Groenewald, S. Szöke, G. Cardinali, U. Eberhardt, B. Stielow, M. de Vries, G.J.M. Verkleij, P.W. Crous, T. Boekhout, and V. Robert",2016,Studies in Mycology 85: 91–105,1
Vol85Art5_Wood-staining-fungi-revealed-taxonomic-novelties-in-Pezizomyco_2016_Studies-.pdf, Wood staining fungi revealed taxonomic novelties in Pezizomycotina: New order Superstratomycetales and new species Cyanodermella," E.J. van Nieuwenhuijzen, J.M. Miadlikowska, J.A.M.P. Houbraken, O.C.G. Adan, F.M. Lutzoni, and R.A. Samson",2016,Studies in Mycology 85: 107–124,1
Vol85Art6_The-good--the-bad-and-the-tasty--The-many-roles-of-mus_2016_Studies-in-Mycol.pdf," The good, the bad and the tasty: The many roles of mushrooms"," K.M.J. de Mattos-Shipley, K.L. Ford, F. Alberti, A.M. Banks, A.M. Bailey, and G.D. Foster",2016,Studies in Mycology 85: 125–157,1
Vol85Art7_The-forgotten-Calonectria-collection--Pouring-old-wine-_2016_Studies-in-Myco.pdf, The forgotten Calonectria collection: Pouring old wine into new bags," L. Lombard, M.J. Wingfield, A.C. Alfenas, and P.W. Crous,",2016,Studies in Mycology 85: 159–198,1
Vol85Art8_Aspergillus-is-monophyletic--Evidence-from-multiple-gene-ph_2016_Studies-in-.pdf, Aspergillus is monophyletic: Evidence from multiple gene phylogenies and extrolites profiles," S. Kocsube, G. Perrone, D. Magista, J. Houbraken, J. Varga, G. Szigeti, V. Hubka, S.-B. Hong, J.C. Frisvad, and R.A. Samson",2016,Studies in Mycology 85: 199–213,1
Vol86Art1_Exploring-the-genomic-diversity-of-black-yeasts-and-relati_2017_Studies-in-M.pdf," Exploring the genomic diversity of black yeasts and relatives (Chaetothyriales, Ascomycota)"," M.M. Teixeira, L.F. Moreno,, B.J. Stielow, A. Muszewska, M. Hainaut, L. Gonzaga, A. Abouelleil, J.S.L. Patane, M. Priest, R. Souza, S. Young, K.S. Ferreira, Q. Zeng, M.M.L. da Cunha, A. Gladki, B. Barker, V.A. Vicente, E.M. de Souza, S. Almeida, B. Henrissat, A.T.R. Vasconcelos, S. Deng, H. Voglmayr, T.A.A. Moussa, A. Gorbushina, M.S.S. Felipe, C.A. Cuomo, and G. Sybren de Hoog",2017,Studies in Mycology 86: 1–28 ,1
Vol86Art2_Phylogenetic-analysis-of-Monascus-and-new-species-from-hone_2017_Studies-in-.pdf," Phylogenetic analysis of Monascus and new species from honey, pollen and nests of stingless bees"," R.N. Barbosa, S.L. Leong, O. Vinnere-Pettersson, A.J. Chen, C.M. Souza-Motta, J.C. Frisvad, R.A. Samson, N.T. Oliveira, and J. Houbraken",2017,Studies in Mycology 86: 29–51 ,1
Vol86Art3_Phylogeny-of-saprobic-microfungi-from-Southern-Europ_2017_Studies-in-Mycolog.pdf, Phylogeny of saprobic microfungi from Southern Europe," M. Hernandez-Restrepo, J. Gene, R.F. Casta~neda-Ruiz, J. Mena-Portales, P.W. Crous, and J. Guarro",2017,Studies in Mycology 86: 53–97 ,1
Vol86Art4_Genera-of-phytopathogenic-fungi--GOPHY-1_2017_Studies-in-Mycology.pdf, Genera of phytopathogenic fungi: GOPHY 1," Y. Marin-Felix, J.Z. Groenewald, L. Cai, Q. Chen, S. Marincowitz, I. Barnes, K. Bensch, U. Braun, E. Camporesi,, U. Damm, Z.W. de Beer, A. Dissanayake, J. Edwards, A. Giraldo, M. Hernandez-Restrepo, K.D. Hyde, R.S. Jayawardena, L. Lombard, J. Luangsa-ard, A.R. McTaggart, A.Y. Rossman, M. Sandoval-Denis, M. Shen, R.G. Shivas, Y.P. Tan, E.J. van der Linde, M.J. Wingfield, A.R. Wood, J.Q. Zhang, Y. Zhang, and P.W. Crous,",2017,Studies in Mycology 86: 99–216 ,1
Vol86Art5_Families-of-Diaporthales-based-on-morphological-and-phyl_2017_Studies-in-Myc.pdf, Families of Diaporthales based on morphological and phylogenetic evidence," I.C. Senanayake,, P.W. Crous, J.Z. Groenewald, S.S.N. Maharachchikumbura, R. Jeewon, A.J.L. Phillips, J.D. Bhat, R.H. Perera, Q.R. Li, W.J. Li,, N. Tangthirasunun, C. Norphanphoun, S.C. Karunarathna, E. Camporesi,, I.S. Manawasighe, A.M. Al-Sadi, and K.D. Hyde,",2017,Studies in Mycology 86: 217–296 ,1
Vol87Art1_Phylogeny-and-taxonomy-of-the-scab-and-spot-anthracnose-fung_2017_Studies-in.pdf," Phylogeny and taxonomy of the scab and spot anthracnose fungus Elsinoe (Myriangiales, Dothideomycetes)"," X.L. Fan, R.W. Barreto, J.Z. Groenewald, J.D.P. Bezerra, O.L. Pereira, R. Cheewangkoon, L. Mostert, C.M. Tian, and P.W. Crous,",2017,Studies in Mycology 87: 1–41 ,1
Vol87Art2_Corynespora--Exosporium-and-Helminthosporium-revisited---Ne_2017_Studies-in-.pdf," Corynespora, Exosporium and Helminthosporium revisited – New species and generic reclassification"," H. Voglmayr, and W.M. Jaklitsch,",2017,Studies in Mycology 87: 43–76 ,1
Vol87Art3_Stemphylium-revisited_2017_Studies-in-Mycology.pdf, Stemphylium revisited," J.H.C. Woudenberg, B. Hanse, G.C.M. van Leeuwen, J.Z. Groenewald, and P.W. Crous,",2017,Studies in Mycology 87: 77–103 ,1
Vol87Art4_Didymellaceae-revisited_2017_Studies-in-Mycology.pdf, Didymellaceae revisited," Q. Chen, L.W. Hou, W.J. Duan, P.W. Crous, and L. Cai,",2017,Studies in Mycology 87: 105–159 ,1
Vol87Art5_First-report-of-Phyllosticta-citricarpa-and-description-of-two_2017_Studies-.pdf," First report of Phyllosticta citricarpa and description of two new species, P. paracapitalensis and P. paracitricarpa, from citrus in Europe"," V. Guarnaccia, J.Z. Groenewald, H. Li, C. Glienke, E. Carstens, V. Hattingh, P.H. Fourie, and P.W. Crous,",2017,Studies in Mycology 87: 161–185 ,1
Vol87Art6_Pseudodidymellaceae-fam--nov---Phylogenetic-affiliations-of_2017_Studies-in-.pdf, Pseudodidymellaceae fam. nov.: Phylogenetic affiliations of mycopappus-like genera in Dothideomycetes," A. Hashimoto, M. Matsumura, K. Hirayama, R. Fujimoto, and K. Tanaka,",2017,Studies in Mycology 87: 187–206 ,1
Vol87Art7_Phylogenetic-revision-of-Camarosporium--Pleosporineae--Dot_2017_Studies-in-M.pdf," Phylogenetic revision of Camarosporium (Pleosporineae, Dothideomycetes) and allied genera"," D.N. Wanasinghe,, K.D. Hyde,, R. Jeewon, P.W. Crous, N.N. Wijayawardene, E.B.G. Jones, D.J. Bhat, A.J.L. Phillips, J.Z. Groenewald, M.C. Dayarathne,, C. Phukhamsakda,, K.M. Thambugala, T.S. Bulgakov, E. Camporesi,, Y.S. Gafforov, P.E. Mortimer, and S.C. Karunarathna,",2017,Studies in Mycology 87: 207–256 ,1
Vol87Art8_Mycosphaerellaceae---Chaos-or-clarity-_2017_Studies-in-Mycology.pdf, Mycosphaerellaceae – Chaos or clarity?," S.I.R. Videira, J.Z. Groenewald, C. Nakashima, U. Braun, R.W. Barreto, P.J.G.M. de Wit, and P.W. Crous,",2017,Studies in Mycology 87: 257–421 ,1
Vol88Art1_Scopulariopsis-and-scopulariopsis-like-species-from-indo_2017_Studies-in-Myc.pdf, Scopulariopsis and scopulariopsis-like species from indoor environments," J.H.C. Woudenberg, M. Meijer, J. Houbraken, and R.A. Samson",2017,Studies in Mycology 88: 1–35 ,1
